host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,days_joined
a few days or more,0,NA,FALSE,2,2,TRUE,Outram,Central Region,1.27975,103.83978,condominium,Shared room,2,1,0,85,30,1125,30,30,1125,1125,30,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,0,2,NA,43,453,NA,1,Shared,6,9,392
within an hour,95,100,FALSE,68,68,TRUE,Bukit Merah,Central Region,1.28391,103.83356,apartment,Private room,1,1,1,59,18,1125,18,18,1125,1125,18,1125,10,40,70,345,1,0,0,80,10,8,10,10,10,8,TRUE,79,1,78,0,0.08,50,1000,84,2,Shared,5,26,1550
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27382,103.83283,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,4,4,0,75,8,9,10,7,9,7,FALSE,54,48,6,0,2.07,49,744,NA,1,Other,7,19,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27466,103.83369,serviced apartment,Entire home/apt,2,1,1,110,2,1125,2,2,1125,1125,2,1125,30,60,90,365,3,1,0,73,10,9,9,10,9,8,FALSE,54,48,6,0,0.23,42,317,NA,1,Other,7,21,1530
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.29306,103.76333,boutique hotel,Private room,2,NA,1,179,14,999,14,14,999,999,14,999,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,41,420,228,1,Shared,6,19,2355
a few days or more,46,82,FALSE,126,126,TRUE,Toa Payoh,Central Region,1.32968,103.86574,condominium,Entire home/apt,5,2,2,188,30,1125,30,30,1125,1125,30,1125,10,40,70,345,1,1,0,100,8,10,10,10,10,10,FALSE,69,68,0,0,0.09,38,1000,396,2,Other,8,33,2118
N/A,NA,NA,FALSE,1,1,FALSE,Bukit Panjang,West Region,1.38892,103.7707,apartment,Private room,1,1,1,25,180,1125,180,180,1125,1125,180,1125,23,53,83,263,3,0,0,100,10,10,10,10,8,10,FALSE,1,0,1,0,0.22,29,870,NA,1,Shared,2,18,836
within an hour,100,98,TRUE,3,3,TRUE,Punggol,North-East Region,1.41463,103.89942,boat,Entire home/apt,4,2,2,400,1,1125,1,1,1125,1125,1,1125,15,40,67,67,9,9,2,93,10,10,10,10,9,10,FALSE,2,2,0,0,0.88,48,697,353,1,Other,7,13,1068
within an hour,86,79,FALSE,51,51,TRUE,Queenstown,Central Region,1.29256,103.80687,condominium,Entire home/apt,3,2,2,260,3,1125,3,3,1125,1125,3,1125,29,59,89,364,1,0,0,100,10,10,10,10,10,10,FALSE,54,48,6,0,0.08,37,318,NA,1,Other,7,15,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27453,103.83246,serviced apartment,Entire home/apt,2,1,1,110,2,1125,2,2,1125,1125,2,1125,28,58,88,363,2,2,0,90,6,10,8,9,7,9,FALSE,54,48,6,0,0.88,46,317,NA,1,Other,7,22,1530
within an hour,100,96,TRUE,266,266,TRUE,Downtown Core,Central Region,1.27349,103.8458,condominium,Entire home/apt,3,2,2,201,90,1125,90,90,1125,1125,90,1125,0,0,0,268,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,123,123,0,0,NA,49,830,589,2,Other,5,24,1728
within an hour,86,79,FALSE,51,51,TRUE,Queenstown,Central Region,1.2961,103.80607,condominium,Entire home/apt,4,2,2,289,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,NA,47,330,NA,2,Other,7,15,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27267,103.83362,serviced apartment,Private room,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,3,2,1,93,9,9,10,10,9,9,FALSE,54,48,6,0,0.23,45,447,NA,1,Private,7,22,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27359,103.83244,serviced apartment,Private room,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,1,1,0,100,8,10,8,10,8,8,FALSE,54,48,6,0,0.48,45,447,NA,1,Private,7,22,1530
a few days or more,6,32,FALSE,38,38,TRUE,Geylang,Central Region,1.31149,103.88573,condominium,Entire home/apt,9,3,5,258,3,1125,3,3,1125,1125,3,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,38,38,0,0,NA,42,1000,445,3,Other,6,29,802
within an hour,100,96,TRUE,266,266,TRUE,Downtown Core,Central Region,1.28034,103.84621,condominium,Entire home/apt,2,1,1,154,30,1125,30,30,1125,1125,30,1125,0,0,0,211,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,123,123,0,0,NA,39,1000,589,1,Other,5,23,1728
within an hour,100,60,FALSE,120,120,TRUE,Bukit Merah,Central Region,1.27283,103.83455,serviced apartment,Entire home/apt,2,1,1,120,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,42,867,121,1,Other,4,10,707
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.2744,103.83414,serviced apartment,Private room,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,6,4,0,84,9,8,9,8,8,9,FALSE,54,48,6,0,0.45,47,281,NA,1,Private,7,22,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27365,103.83466,serviced apartment,Private room,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,NA,44,497,NA,1,Private,7,22,1530
within an hour,95,99,FALSE,4,4,TRUE,Downtown Core,Central Region,1.2984,103.85609,apartment,Private room,2,1,2,69,2,120,2,2,1125,1125,2,1125,29,59,89,89,16,13,0,94,9,9,10,10,10,10,TRUE,4,0,4,0,1.16,34,942,97,1,Shared,7,26,564
within an hour,86,79,FALSE,51,51,TRUE,Queenstown,Central Region,1.2919,103.80667,condominium,Entire home/apt,3,2,2,191,3,1125,3,3,1125,1125,3,1125,26,56,86,361,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,0.08,50,315,NA,1,Other,7,16,1530
within an hour,100,100,TRUE,10,10,TRUE,Rochor,Central Region,1.29741,103.85295,apartment,Entire home/apt,2,1,1,155,6,27,6,6,1125,1125,6,1125,29,59,62,62,1,0,0,100,8,10,10,8,10,10,TRUE,18,16,2,0,0.08,50,1000,1013,1,Other,4,38,1221
within an hour,100,100,TRUE,10,10,TRUE,Rochor,Central Region,1.29759,103.85325,serviced apartment,Entire home/apt,2,1,1,155,6,27,6,6,1125,1125,6,1125,30,60,63,63,2,2,0,100,10,10,10,10,10,10,TRUE,18,16,2,0,0.16,47,1000,1013,1,Other,4,31,1221
within an hour,100,89,FALSE,53,53,TRUE,Novena,Central Region,1.32736,103.84687,condominium,Entire home/apt,3,1,2,136,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,52,52,0,0,NA,47,1000,357,1,Other,7,32,501
within a few hours,100,75,FALSE,18,18,TRUE,Bukit Merah,Central Region,1.27406,103.83346,apartment,Entire home/apt,3,1,1,148,6,1125,6,6,1125,1125,6,1125,30,60,90,365,2,0,0,80,8,10,8,10,8,8,FALSE,13,13,0,0,0.15,48,1000,45,1,Other,7,30,1260
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27466,103.83264,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,2,1,0,100,7,9,10,9,10,9,FALSE,54,48,6,0,0.15,44,494,NA,1,Other,7,21,1530
within a few hours,96,49,FALSE,33,33,TRUE,Rochor,Central Region,1.30263,103.84687,condominium,Entire home/apt,9,3,4,598,14,1125,14,14,1125,1125,14,1125,30,60,90,181,1,0,0,20,2,2,4,2,6,2,FALSE,43,43,0,0,0.07,47,1000,371,2,Other,8,19,1914
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31773,103.82672,house,Entire home/apt,4,2,3,295,7,399,7,7,399,399,7,399,0,0,0,223,3,3,0,100,10,10,10,10,8,9,TRUE,20,15,0,0,0.26,49,999,473,2,Other,7,37,2775
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27367,103.83399,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,1,0,0,100,10,8,10,10,10,10,FALSE,54,48,6,0,0.08,45,447,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.2725,103.83409,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,24,54,84,359,2,2,0,100,10,10,10,10,9,10,FALSE,54,48,6,0,1.15,45,447,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27309,103.83443,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,1,0,0,100,10,10,10,6,10,10,FALSE,54,48,6,0,0.08,44,494,NA,1,Other,7,22,1530
within an hour,100,98,FALSE,127,127,TRUE,Bukit Merah,Central Region,1.28534,103.83341,apartment,Private room,1,1,1,36,18,1125,18,18,1125,1125,18,1125,10,40,70,345,1,1,0,100,10,10,10,10,10,10,FALSE,136,2,134,0,0.3,35,1000,70,2,Shared,5,26,3149
N/A,NA,NA,FALSE,0,0,TRUE,Bedok,East Region,1.314,103.90835,condominium,Entire home/apt,6,2,3,218,6,28,6,6,28,28,6,28,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,39,522,176,2.5,Other,7,18,562
within an hour,100,75,TRUE,51,51,TRUE,Geylang,Central Region,1.31498,103.88676,apartment,Entire home/apt,2,1,1,88,20,1125,20,20,1125,1125,20,1125,22,52,82,82,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,30,30,0,0,NA,43,207,NA,1,Other,5,17,2241
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27363,103.83307,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,25,55,85,360,12,12,1,97,10,9,9,10,9,10,FALSE,54,48,6,0,1.15,45,447,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27312,103.8324,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,2,1,0,80,8,8,7,7,6,7,FALSE,54,48,6,0,0.16,45,447,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27422,103.83328,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,1,1,1,1,6,6,1,87,9,9,9,9,7,9,FALSE,54,48,6,0,2.4,44,494,NA,1,Other,7,22,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27444,103.83432,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,1,1,0,80,8,8,6,8,8,8,FALSE,54,48,6,0,0.45,44,447,NA,1,Other,7,22,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27464,103.83418,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,3,3,1,80,7,9,8,9,8,9,FALSE,54,48,6,0,1.22,45,494,NA,1,Other,7,21,1530
N/A,NA,78,FALSE,2,2,TRUE,Bukit Panjang,West Region,1.37306,103.7652,condominium,Private room,1,1,1,48,1,1125,1,1,1125,1125,1,1125,26,56,86,86,3,2,0,87,9,7,10,10,10,9,FALSE,1,0,1,0,0.24,45,544,NA,1,Private,5,23,1027
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32287,103.85293,condominium,Entire home/apt,3,1,2,147,3,1124,1,3,1125,1125,2.8,1125,23,53,83,358,8,7,1,90,9,9,10,9,9,9,TRUE,49,49,0,0,0.61,40,999,454,1,Other,6,31,2084
within an hour,100,89,FALSE,53,53,TRUE,Kallang,Central Region,1.31319,103.85522,condominium,Entire home/apt,3,1,2,153,3,1124,1,3,1125,1125,2.8,1125,29,59,89,364,8,7,0,60,6,6,6,7,7,6,FALSE,52,52,0,0,0.59,46,1000,357,1,Other,7,28,501
within a day,100,NA,FALSE,6,6,TRUE,Clementi,West Region,1.31781,103.76267,apartment,Private room,1,1,1,75,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,4,0,4,0,NA,45,229,NA,0.5,Private,6,13,1883
N/A,NA,NA,FALSE,0,0,TRUE,Jurong West,West Region,1.35162,103.70018,condominium,Private room,1,1,1,40,90,900,90,90,900,900,90,900,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,25,999,37,1,Shared,7,16,488
within a day,57,100,FALSE,4,4,TRUE,Rochor,Central Region,1.30188,103.86013,hostel,Shared room,16,1,46,56,1,365,1,1,365,365,1,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,48,415,126,3,Shared,3,9,1849
within a day,57,100,FALSE,4,4,TRUE,Singapore River,Central Region,1.28823,103.84858,hostel,Shared room,8,1,8,246,1,365,1,1,365,365,1,365,30,60,90,339,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,47,526,126,1,Shared,3,8,1849
within an hour,100,NA,FALSE,7,7,FALSE,Geylang,Central Region,1.3152,103.88669,apartment,Entire home/apt,1,NA,1,50,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,6,2,4,0,NA,50,354,3,1,Other,4,10,1711
within a few hours,80,95,TRUE,6,6,TRUE,Marine Parade,Central Region,1.30775,103.89944,condominium,Private room,2,1,1,80,2,1125,1,2,1125,1125,1.4,1125,0,0,0,0,16,12,0,93,10,9,10,10,10,9,FALSE,5,1,4,0,1.21,49,351,74,1.5,Other,7,26,453
a few days or more,10,23,FALSE,12,12,TRUE,Kallang,Central Region,1.31369,103.85897,townhouse,Private room,2,1,1,137,28,1125,28,28,1125,1125,28,1125,27,57,87,88,2,1,0,100,10,10,10,10,10,8,FALSE,10,0,10,0,0.15,44,1000,597,1,Private,6,28,2125
within a few hours,80,95,TRUE,6,6,TRUE,Marine Parade,Central Region,1.30766,103.89948,condominium,Private room,2,1,1,63,2,1125,1,2,1125,1125,1.4,1125,0,0,0,0,25,22,0,94,9,9,10,10,10,9,FALSE,5,1,4,0,1.96,42,280,74,1.5,Shared,7,24,453
within a few hours,100,NA,FALSE,2,2,TRUE,Bedok,East Region,1.31386,103.90807,condominium,Entire home/apt,6,3,5,220,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA,40,116,58,3,Other,7,15,2637
within an hour,86,79,FALSE,51,51,TRUE,Queenstown,Central Region,1.29052,103.80662,condominium,Entire home/apt,3,2,2,191,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,NA,50,317,NA,1,Other,7,16,1530
within a day,57,100,FALSE,4,4,TRUE,Rochor,Central Region,1.30123,103.86,hostel,Shared room,16,1,4,109,1,365,1,1,365,365,1,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,50,415,126,3,Shared,3,12,1849
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27423,103.83291,serviced apartment,Entire home/apt,2,1,1,110,2,1125,2,2,1125,1125,2,1125,30,60,90,365,3,1,0,67,7,7,9,7,9,9,FALSE,54,48,6,0,0.23,49,317,NA,1,Other,7,22,1530
within an hour,100,60,FALSE,120,120,TRUE,Singapore River,Central Region,1.29031,103.84208,serviced apartment,Entire home/apt,6,3,4,725,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,49,820,121,2,Other,4,19,707
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27482,103.83293,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,1,0,0,100,10,10,10,10,10,10,FALSE,54,48,6,0,0.08,45,494,NA,1,Other,7,22,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27338,103.83313,serviced apartment,Entire home/apt,2,1,1,105,2,1125,2,2,1125,1125,2,1125,29,59,89,364,8,8,1,98,10,9,10,10,9,10,FALSE,54,48,6,0,0.7,46,447,NA,1,Other,7,21,1530
within a day,57,100,FALSE,4,4,TRUE,Kallang,Central Region,1.29995,103.86003,hostel,Shared room,16,1,12,119,1,365,1,1,365,365,1,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,48,415,126,3,Shared,3,12,1849
within a day,57,100,FALSE,4,4,TRUE,Outram,Central Region,1.28161,103.84526,hostel,Shared room,4,1,4,100,1,365,1,1,365,365,1,365,29,59,89,137,2,0,0,90,10,9,10,9,10,8,TRUE,9,0,0,9,0.16,45,264,126,2.5,Shared,3,11,1849
within a day,57,100,FALSE,4,4,TRUE,Outram,Central Region,1.28189,103.84253,hostel,Shared room,7,1,7,67,1,365,1,1,365,365,1,365,28,58,88,153,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,46,264,126,2.5,Shared,3,12,1849
within a day,57,100,FALSE,4,4,TRUE,Outram,Central Region,1.28314,103.84334,hostel,Shared room,10,1,10,114,1,365,1,1,365,365,1,365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,0,9,NA,45,264,126,2.5,Shared,3,12,1849
within a few hours,96,49,FALSE,33,33,TRUE,Novena,Central Region,1.32081,103.85325,condominium,Entire home/apt,6,2,2,248,3,1125,3,3,1125,1125,3,1125,30,60,90,180,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,43,43,0,0,NA,46,1000,371,2,Other,8,15,1914
within a few hours,80,95,TRUE,6,6,TRUE,Marine Parade,Central Region,1.30775,103.89944,condominium,Private room,2,1,1,59,2,1125,1,2,1125,1125,1.3,1125,0,0,0,0,30,28,0,97,10,10,10,10,9,9,FALSE,5,1,4,0,2.29,42,221,74,1.5,Shared,7,24,453
within a few hours,100,75,FALSE,18,18,TRUE,Outram,Central Region,1.28342,103.84019,apartment,Entire home/apt,8,3,3,148,6,1125,6,6,1125,1125,6,1125,30,60,90,365,2,0,0,100,9,10,9,10,10,9,FALSE,13,13,0,0,0.16,46,999,45,4.5,Other,7,29,1260
a few days or more,46,82,FALSE,126,126,TRUE,Marine Parade,Central Region,1.30398,103.90187,condominium,Entire home/apt,2,1,1,104,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,69,68,0,0,NA,34,1000,396,1,Other,8,26,2118
a few days or more,46,82,FALSE,126,126,TRUE,Marine Parade,Central Region,1.30465,103.90234,condominium,Entire home/apt,2,1,1,104,30,1125,30,30,1125,1125,30,1125,4,34,64,339,2,1,0,70,7,5,8,7,7,6,FALSE,69,68,0,0,0.15,34,1000,396,1,Other,8,27,2118
within a few hours,96,49,FALSE,33,33,TRUE,Marine Parade,Central Region,1.30547,103.90108,apartment,Entire home/apt,2,2,2,198,3,1125,3,3,1125,1125,3,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,10,FALSE,43,43,0,0,0.08,38,1000,371,1,Other,8,13,1914
within a few hours,96,49,FALSE,33,33,TRUE,Geylang,Central Region,1.31159,103.87637,condominium,Entire home/apt,9,3,5,198,3,1125,3,3,1125,1125,3,1125,20,50,77,109,1,1,0,100,10,10,10,10,10,10,FALSE,43,43,0,0,0.1,39,1000,371,3,Other,8,12,1914
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.28106,103.78738,guesthouse,Private room,1,1,1,93,14,999,14,14,999,999,14,999,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,43,1000,228,1,Private,6,24,2355
a few days or more,46,82,FALSE,126,126,TRUE,Marine Parade,Central Region,1.30637,103.90284,condominium,Entire home/apt,2,1,1,104,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,69,68,0,0,NA,34,1000,396,1,Other,8,27,2118
a few days or more,46,82,FALSE,126,126,TRUE,Marine Parade,Central Region,1.30494,103.903,condominium,Entire home/apt,2,1,1,104,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,69,68,0,0,NA,34,1000,396,1,Other,8,28,2118
within a day,50,0,FALSE,6,6,TRUE,Bukit Merah,Central Region,1.27429,103.83366,apartment,Entire home/apt,3,1,1,128,6,1125,6,6,1125,1125,6,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,5,5,0,0,NA,47,893,10,1.5,Other,7,32,598
within an hour,100,100,TRUE,10,10,TRUE,Downtown Core,Central Region,1.29691,103.85283,serviced apartment,Private room,2,1,1,155,6,27,6,6,1125,1125,6,1125,30,60,63,63,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,18,16,2,0,NA,48,1000,1013,1,Private,4,37,1221
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.27999,103.78587,boutique hotel,Private room,5,1,5,174,3,1125,3,3,1125,1125,3,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,8,TRUE,26,0,20,0,0.08,37,1000,228,1.5,Other,6,24,2355
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.28022,103.78561,boutique hotel,Private room,2,1,1,82,14,999,14,14,999,999,14,999,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,38,1000,228,1,Shared,6,24,2355
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.27967,103.78757,boutique hotel,Private room,3,1,2,142,14,999,14,14,999,999,14,999,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,37,1000,228,1,Shared,6,24,2355
within a few hours,80,95,TRUE,6,6,TRUE,Marine Parade,Central Region,1.30672,103.90052,condominium,Entire home/apt,6,3,3,244,2,1125,1,2,1125,1125,1.3,1125,0,0,0,0,12,12,0,98,10,10,10,10,9,10,FALSE,5,1,4,0,1.04,46,188,74,2,Other,7,23,453
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.30195,103.83083,apartment,Entire home/apt,3,1,1,475,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,45,1000,645,1,Other,8,51,1276
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27372,103.83387,serviced apartment,Entire home/apt,2,1,1,110,2,1125,2,2,1125,1125,2,1125,30,60,90,365,1,0,0,40,4,8,8,8,8,4,FALSE,54,48,6,0,0.08,47,317,NA,1,Other,7,21,1530
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.27986,103.78681,boutique hotel,Private room,3,1,3,140,14,999,14,14,999,999,14,999,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,44,1000,228,1,Shared,6,24,2355
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.28003,103.78593,guesthouse,Private room,2,1,1,50,14,999,14,14,999,999,14,999,16,46,76,351,1,0,0,100,10,10,10,10,10,10,FALSE,26,0,20,0,0.08,48,1000,228,1,Shared,6,24,2355
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.28002,103.78753,boutique hotel,Private room,6,1,6,148,14,999,14,14,999,999,14,999,30,60,90,365,1,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,0.08,43,1000,228,1,Shared,6,24,2355
within a few hours,96,49,FALSE,33,33,TRUE,Kallang,Central Region,1.32738,103.86512,condominium,Entire home/apt,6,2,1,198,5,1125,5,5,1125,1125,5,1125,0,28,58,149,1,0,0,100,10,10,10,10,10,10,FALSE,43,43,0,0,0.08,49,1000,371,2,Other,8,16,1914
within a few hours,96,49,FALSE,33,33,TRUE,Geylang,Central Region,1.31707,103.89153,condominium,Entire home/apt,7,3,4,248,5,1125,5,5,1125,1125,5,1125,30,60,90,180,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,43,43,0,0,NA,40,1000,371,2,Other,8,15,1914
within a few hours,100,75,FALSE,18,18,TRUE,Queenstown,Central Region,1.28009,103.78556,condominium,Entire home/apt,3,1,2,178,30,1125,30,30,1125,1125,30,1125,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,13,13,0,0,NA,45,415,45,1,Other,7,37,1260
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27354,103.83511,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,4,4,0,85,10,8,9,8,8,10,FALSE,54,48,6,0,1.69,48,281,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27455,103.83475,serviced apartment,Entire home/apt,2,1,1,110,2,1125,2,2,1125,1125,2,1125,30,60,90,365,1,0,0,40,2,6,2,2,6,2,FALSE,54,48,6,0,0.08,47,317,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27467,103.83321,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,11,10,2,82,8,10,10,9,7,8,FALSE,54,48,6,0,0.86,44,281,NA,1,Other,7,21,1530
within an hour,86,79,FALSE,51,51,TRUE,Bukit Merah,Central Region,1.27454,103.83244,serviced apartment,Entire home/apt,2,1,1,72,2,1125,2,2,1125,1125,2,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,54,48,6,0,NA,44,281,NA,1,Other,7,21,1530
within a few hours,90,73,FALSE,8,8,TRUE,Tanglin,Central Region,1.31094,103.80467,condominium,Entire home/apt,3,1,1,150,3,1125,3,3,1125,1125,3,1125,21,48,78,327,12,9,0,96,10,10,10,10,9,9,FALSE,8,8,0,0,0.9,23,996,NA,1,Other,6,20,2051
